"3221531","3816987","3441936"
"3092941","3612655","3196967"
"3152843","3798388","3308013"
"3338171","3942735","3457272"
"3149717","3685129","3244646"
"2913638","3478825","3056641"
"3094031","3710687","3319603"
"3136207","3704030","3310652"
"3327129","3971533","3472504"
"3124384","3696148","3306786"
"3511564","4211318","3717548"
"3007460","3580800","3155689"
"3199951","3722453","3347969"
"3550629","4158351","3686822"
"2922378","3514472","3149741"
"3261267","3818994","3434759"
"3438886","4077611","3622050"
"3152251","3703088","3247752"
"3239696","3888429","3472480"
"3146425","3847839","3363190"
"3108150","3628795","3228863"
"3158705","3699987","3277586"
"3022216","3556784","3158849"
"2992810","3574829","3173283"
"3141570","3811454","3357733"
"3330040","4005506","3575372"
"3288594","3879027","3458986"
"3320861","3861126","3461471"
"3054193","3677525","3218693"
"3377086","4029300","3609981"
"2990100","3516055","3146223"
"3317876","3942654","3461076"
"3287272","3849755","3406405"
"3113737","3640691","3239566"
"3168190","3809346","3388461"
"3361395","4079772","3569597"
"3335692","4089584","3528133"
"3221612","3853139","3399015"
"3114983","3637091","3263116"
"3312009","3896334","3507858"
"3248968","3869900","3403076"
"3288894","3905558","3427168"
"3268493","3879488","3406088"
"3123385","3575999","3276904"
"3215496","3899095","3442984"
"3326612","3963467","3455597"
"3103479","3592024","3240343"
"2939092","3458143","3094847"
"2820300","3262046","2922566"
"2973318","3507149","3133301"
"3056567","3632216","3195260"
"3123899","3752449","3314467"
"3307849","3859296","3439262"
"3403963","4112023","3594059"
"3094307","3677832","3218422"
"3083709","3676220","3225327"
"3551737","4257364","3780135"
"3367742","4002109","3522100"
"3032027","3628716","3222976"
"3254849","3857562","3381362"
"3152926","3792514","3350347"
"2880031","3389153","3016751"
"3198731","3790041","3380831"
"2979225","3475938","3128923"
"3444664","4056983","3572902"
"2905788","3461758","3059747"
"3115473","3654791","3281015"
"3125043","3767527","3220442"
"2904571","3362691","3015726"
"3240811","3752343","3342522"
"3071772","3588209","3225692"
"3179115","3751808","3341371"
"3137924","3586014","3260553"
"3410899","4032253","3569376"
"3006485","3549309","3149587"
"3411192","4009562","3595225"
"3268697","3835708","3400815"
"3453124","4016206","3542094"
"3177552","3775993","3349232"
"3070151","3647887","3204046"
"3210948","3739842","3365980"
"3031595","3494415","3164496"
"3053962","3589536","3199096"
"3021966","3509461","3120064"
"3268032","3764348","3360662"
"2936664","3484128","3074117"
